,Mes,REGION_DE_ORIGEN,SUBPARTIDA,CIIU Rev. 4 A.C (2021),Descripción Arancelaria,PESO_NETO_KGS,VALOR_FOB_USD,División,Grupo,Clase,Descripción
142,2022-01-01,ATLANTICO,3208900000,2022.0,"Los demás productos, pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso",37040.0,159249.6,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
143,2022-01-01,ATLANTICO,3209100000,2022.0,Pinturas y barnices a base de polímeros acrílicos y vinílicos,1579.02,4501.12,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
144,2022-01-01,ATLANTICO,3212901000,2022.0,"Pigmentos (incluidos el polvo y las laminillas metálicos) dispersos en medios no acuosos, líquidos o en pasta del tipo de los utilizados para la fabricación de pinturas",3450.0,6654.51,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
145,2022-01-01,ATLANTICO,3214101000,2022.0,"Masilla, cementos de resina y demás mastiques",6250.0,250.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
146,2022-01-01,ATLANTICO,3214900000,2022.0,"Los demás cementos de resina, masilla y otros mastiques; plastes (enduidos) no refractarios del tipo de los utilizados en albañilería",16170.0,4476.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
147,2022-01-01,ATLANTICO,3304990000,2023.0,"Las demás preparaciones de belleza, de maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y bronceadoras",10.0,15.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
148,2022-01-01,ATLANTICO,3305100000,2023.0,Champues para el cabello,51981.0,199525.82,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
149,2022-01-01,ATLANTICO,3305900000,2023.0,Las demás preparaciones capilares,120.0,300.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
150,2022-01-01,ATLANTICO,3306100000,2023.0,"Dentífricos (crema dental), acondicionados para su venta al por menor al usuario",1860.0,3996.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
151,2022-01-01,ATLANTICO,3307100000,2023.0,Preparaciones para afeitar o para antes o después del afeitado,11289.5,92358.99,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
152,2022-01-01,ATLANTICO,3307200000,2023.0,Desodorantes corporales y antitranspirantes,4938.48,14935.9,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
153,2022-01-01,ATLANTICO,3307490000,2023.0,"Las demás preparaciones para perfumar o desodorantes de locales, incluidas las preparaciones odoríferas para ceremonias religiosas",17609.85,160137.4,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
154,2022-01-01,ATLANTICO,3401300000,2023.0,"Productos y preparaciones orgánicos tensoactivos para el lavado de la piel , líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón",12930.6,16182.18,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
155,2022-01-01,ATLANTICO,3402500000,2023.0,Preparaciones tensoactivas para lavar acondicionadas para la venta al por menor,97782.1,153795.2,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
156,2022-01-01,ATLANTICO,3402909900,2023.0,"Las demás preparaciones tensoactivas, preparaciones para lavar y preparaciones de limpieza aunque contengan jabón excepto los de la partida 3401",245496.0,125770.95999999999,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
157,2022-01-01,ATLANTICO,3405900000,2023.0,"Los demás betunes, cremas y demás preparaciones similares (incluso el papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, revestidos o recubiertos de estas preparaciones), con exclusión de las ceras de la partida 34.04",1.64,105.0,,,2023.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
158,2022-01-01,ATLANTICO,3406000000,3290.0,"Velas, cirios y artículos similares",1114.7,14906.92,,329.0,3290.0,Otras industrias manufactureras n.c.p.
159,2022-01-01,ATLANTICO,3407001000,3250.0,"Pastas para moldear, incluidas las presentadas para entretenimiento de los niños",425.45,848.1,,325.0,3250.0,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
160,2022-01-01,ATLANTICO,3407002000,3250.0,"""ceras para odontología"", presentadas en conjuntos o en surtidos, en envases para la venta al por menor o en plaquitas, herraduras, barritas o formas similares",65.28,4177.2,,325.0,3250.0,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
161,2022-01-01,ATLANTICO,3503001000,2029.0,"Gelatinas y sus derivados (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas)",108996.0,624116.5800000001,,,2029.0,Fabricación de otros productos químicos n.c.p.
162,2022-01-01,ATLANTICO,3506990000,2029.0,"Las demás colas y adhesivos preparados, no expresados ni comprendidos en otras partidas",1162.3,14410.4,,,2029.0,Fabricación de otros productos químicos n.c.p.
163,2022-01-01,ATLANTICO,3507906000,2011.0,Preparaciones enzimáticas para clarificar bebidas,7225.0,19670.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
164,2022-01-01,ATLANTICO,3802100000,2029.0,Carbones activados,72600.0,69841.20000000001,,,2029.0,Fabricación de otros productos químicos n.c.p.
165,2022-01-01,ATLANTICO,3808610000,2021.0,Productos mencionados en la nota 2 de subpartida de este capítulo acondicionados en envases con un contenido en peso neto inferior o igual a 300 g,1043.11,15107.57,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
166,2022-01-01,ATLANTICO,3808620000,2021.0,"Productos mencionados en la nota 2 de subpartida de este capítulo acondicionados en envases con un contenido en peso neto superior a 300 pero inferior o igual a 7,5 kg",1915.92,20722.3,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
167,2022-01-01,ATLANTICO,3808911400,2021.0,"Insecticidas presentados en formas o en envases para la venta al por menor o en artículos que contengan permetrina o cipermetrina o demás sustitutos sintéticos del piretro (piretrides), excepto las mencionadas en la nota 2 de subpartida de este capítulo",18952.8,714483.14,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
168,2022-01-01,ATLANTICO,3808911900,2021.0,"Los demás insecticidas, presentados en formas o en envases para la venta al por menor o en, artículos",57028.6,1212106.45,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
169,2022-01-01,ATLANTICO,3808919700,2021.0,"Los demás insecticidas que contengan permetrina o cipermetrina o demás sustitutos sintéticos del piretro (piretrides), excepto las mencionadas en la nota 2 de subpartida de este capítulo",1.55,31.25,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
170,2022-01-01,ATLANTICO,3808919990,2021.0,Los demás insecticidas,1613.8,19105.9,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
171,2022-01-01,ATLANTICO,3808921200,2021.0,"Fungicidas presentados en formas o en envases para la venta al por menor o en artículos, que contengan mancozeb, maneb, propineb o zineb",331184.0,1169189.76,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
172,2022-01-01,ATLANTICO,3808921900,2021.0,"Los demás fungicidas, presentados en formas o en envases para la venta al por menor o en artículos",98021.68,1088258.48,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
173,2022-01-01,ATLANTICO,3808929200,2021.0,"Los demás fungicidas, que contengan mancozeb, maneb, propineb o zineb",4002576.54,9726128.13,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
174,2022-01-01,ATLANTICO,3808929900,2021.0,Los demás fungicidas,27172.8,238995.0,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
175,2022-01-01,ATLANTICO,3808931900,2021.0,"Los demás Herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, presentados en formas o en envases para la venta al por menor o en artículos",11771.6,119347.76999999999,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
176,2022-01-01,ATLANTICO,3808939900,2021.0,"Los demás herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas",15275.0,120684.02,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
177,2022-01-01,ATLANTICO,3808991900,2021.0,"Los demás raticidas y demás antirroedores y productos similares, presentados en formas o en envases para la venta al por menor o artículos",1108.0,1894.76,,,2021.0,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
178,2022-01-01,ATLANTICO,3811900000,2029.0,"Los demás aditivos peptizantes, mejoradores de viscosidad, anticorrosivos y demás aditivos preparados para aceites minerales (incluida la gasolina o nafta) o para otros líquidos utilizados para los mismos fines que los aceites minerales",107708.0,259193.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
179,2022-01-01,ATLANTICO,3812399000,2029.0,Las demás preparaciones estabilizantes compuestos para caucho o plásticos,1550.0,8804.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
180,2022-01-01,ATLANTICO,3824999900,2029.0,"Las demás preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas(incluidas las mezclas de prod. naturales), no expresados ni comprendidos en otra parte",214200.0,318700.02,,,2029.0,Fabricación de otros productos químicos n.c.p.
181,2022-01-01,ATLANTICO,3901100000,2013.0,Polietileno de densidad inferior a 0.94,62000.0,145644.0,,,2013.0,Fabricación de plásticos en formas primarias
182,2022-01-01,ATLANTICO,3901200000,2013.0,Polietileno de densidad superior o igual a 0.94,4000.0,7040.0,,,2013.0,Fabricación de plásticos en formas primarias
183,2022-01-01,ATLANTICO,3905210000,2013.0,"Copolímeros de acetato de vinilo, en dispersión acuosa",7600.0,19506.88,,,2013.0,Fabricación de plásticos en formas primarias
184,2022-01-01,ATLANTICO,3906100000,2013.0,Polimetacrilato de metilo,16.03,1026.0,,,2013.0,Fabricación de plásticos en formas primarias
185,2022-01-01,ATLANTICO,3906909000,2013.0,"Los demás polímeros acrílicos, en formas primarias",38549.0,71558.75,,,2013.0,Fabricación de plásticos en formas primarias
186,2022-01-01,ATLANTICO,3907100000,2013.0,Poliacetales,15000.0,6728.0,,,2013.0,Fabricación de plásticos en formas primarias
187,2022-01-01,ATLANTICO,3907291000,2013.0,Polietilenglicol,2.0,136.86,,,2013.0,Fabricación de plásticos en formas primarias
188,2022-01-01,ATLANTICO,3907699000,2013.0,Los demás poli(tereftalato de etileno),366850.0,531115.5,,,2013.0,Fabricación de plásticos en formas primarias
189,2022-01-01,ATLANTICO,3910001000,2013.0,Dispersiones (emulsiones o suspensiones) o disoluciones,3.97,6.71,,,2013.0,Fabricación de plásticos en formas primarias
190,2022-01-01,ATLANTICO,3911900000,2013.0,"Los demás polisulfuros, polisulfonas en formas primarias",18538.0,36149.509999999995,,,2013.0,Fabricación de plásticos en formas primarias
191,2022-01-01,ATLANTICO,3912110000,2013.0,Acetatos de celulosa sin plastificar,540.0,399600.0,,,2013.0,Fabricación de plásticos en formas primarias
192,2022-01-01,ATLANTICO,3912390000,2013.0,"Los demás éteres de celulosa, en formas primarias",1007.0,9787.24,,,2013.0,Fabricación de plásticos en formas primarias
193,2022-01-01,ATLANTICO,3915300000,2229.0,"Desechos, recortes y desperdicios de polímeros de cloruro de vinilo",25256.0,25047.53,,,2229.0,Fabricación de artículos de plástico n.c.p.
194,2022-01-01,ATLANTICO,3917400000,2221.0,"Accesorios de tubería (por ejemplo: juntas, codos o racores), de plástico",8144.0,45151.53999999999,,,2221.0,Fabricación de formas básicas de plástico
195,2022-01-01,ATLANTICO,3919100000,2221.0,"Placas, hojas, bandas, cintas, películas y demás formas planas, auto adhesivas en rollos de anchura inferior o igual a 20 cms",9.92,20.1,,,2221.0,Fabricación de formas básicas de plástico
196,2022-01-01,ATLANTICO,3920100000,2221.0,"Las demás placas, hojas, películas, bandas y láminas de plástico no celular, de polímeros de etileno",90166.31,299858.77,,,2221.0,Fabricación de formas básicas de plástico
197,2022-01-01,ATLANTICO,3920209000,2221.0,"Las demás placas, láminas, hojas y tiras, de plástico no celular y sin refuerzo, estratificación ni soporte o combinación similar con otras materias, de polipropileno",990.0,1294.8,,,2221.0,Fabricación de formas básicas de plástico
198,2022-01-01,ATLANTICO,3923210000,2229.0,"Sacos, bolsas y cucuruchos, de polímeros de etileno",5957.9800000000005,44107.44,,,2229.0,Fabricación de artículos de plástico n.c.p.
199,2022-01-01,ATLANTICO,3923299000,2229.0,"Sacos (bolsas), bolsitas y cucuruchos",3933.2,15474.0,,,2229.0,Fabricación de artículos de plástico n.c.p.
200,2022-01-01,ATLANTICO,3923302000,2229.0,"Bombonas (damajuanas), botellas, frascos y artículos similares preformas",34739.56,78115.95999999999,,,2229.0,Fabricación de artículos de plástico n.c.p.
201,2022-01-01,ATLANTICO,3923309100,2229.0,"Bombonas (damajuanas), botellas, frascos y artículos similares de capacidad igual o superior a 18,9 lt (5 galones) de plástico",1123.2,4764.71,,,2229.0,Fabricación de artículos de plástico n.c.p.
202,2022-01-01,ATLANTICO,3923309900,2229.0,"Los demás recipientes (bombonas (damajuanas), botellas, frascos y artículos similares), de diferente capacidad",18057.48,45958.8,,,2229.0,Fabricación de artículos de plástico n.c.p.
203,2022-01-01,ATLANTICO,3923509000,2229.0,"Los demás tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico",117852.51,4326416.39,,,2229.0,Fabricación de artículos de plástico n.c.p.
204,2022-01-01,ATLANTICO,3923900000,2229.0,"Los demás artículos para el transporte o envasado, de plástico",2636.8,15905.75,,,2229.0,Fabricación de artículos de plástico n.c.p.
205,2022-01-01,ATLANTICO,3924109000,2229.0,"Las demás vajillas y demás artículos para el servicio de mesa o de cocina, de plástico",6533.0,20442.0,,,2229.0,Fabricación de artículos de plástico n.c.p.
206,2022-01-01,ATLANTICO,3924900000,2229.0,"Los demás artículos de uso doméstico y artículos de higiene o de tocador, de plástico",1146.0,3586.26,,,2229.0,Fabricación de artículos de plástico n.c.p.
207,2022-01-01,ATLANTICO,3925300000,2229.0,"Contraventanas, persianas (incluidas las venecianas) y artículos similares y sus partes, de plástico",793.42,45582.67,,,2229.0,Fabricación de artículos de plástico n.c.p.
208,2022-01-01,ATLANTICO,3925900000,2229.0,"Los demás artículos para la construcción, de plástico, no expresados ni comprendidos en otras partidas",19853.28,48781.56,,,2229.0,Fabricación de artículos de plástico n.c.p.
209,2022-01-01,ATLANTICO,3926200000,2229.0,"Prendas y complementos de vestir (incluidos los guantes), de plástico y de las demás materias de las partidas 39.01 a 39.14",3.53,66.0,,,2229.0,Fabricación de artículos de plástico n.c.p.
210,2022-01-01,ATLANTICO,3926909090,2229.0,Las demás manufacturas de plástico y manufacturas de las demás materias de las partidas 39.01 a 39.14,14889.71,72362.03,,,2229.0,Fabricación de artículos de plástico n.c.p.
211,2022-01-01,ATLANTICO,4001300000,230.0,"Balata, gutapercha, guayule, chicle y gomas naturales análogas",9.24,155.5,,23.0,230.0,Recolección de productos forestales diferentes a la madera
212,2022-01-01,ATLANTICO,4002191100,2014.0,"Caucho estireno-butadieno (sbr), en formas primarias",38025.0,70437.51,,,2014.0,Fabricación de caucho sintético en formas primarias
213,2022-01-01,ATLANTICO,4011800090,2211.0,"Los demás neumáticos (llantas neumáticas) nuevos de caucho de los tipos utilizados en vehículos y maquinas para la construcción, minería o mantenimiento industrial",7298.4,37544.0,,,2211.0,Fabricación de llantas y neumáticos de caucho
